# ROVER IR SENSOR CHARACTERIZATION
# Date: 2026-08-28 15:18:21.627168
# Surface: GRIS
# Number of points: 5
# Samples per point: 100
# Sample interval: 250 ms
# Movement time between points: 10 s
surface,point,sample,analog_QTRX_A,analog_QTRX_B,generic_IR
GRIS,5,65,3658,2904,1
GRIS,5,66,3159,2870,1
GRIS,5,67,3274,2875,1
GRIS,5,68,3128,2902,1
GRIS,5,69,3655,2913,1
GRIS,5,70,3272,2834,1
GRIS,5,71,3443,2866,1
GRIS,5,72,3407,2879,1
GRIS,5,73,3282,2870,1
GRIS,5,74,2939,2884,1
GRIS,5,75,3357,2902,1
GRIS,5,76,3349,2862,1
GRIS,5,77,3481,2874,1
GRIS,5,78,3609,2894,1
GRIS,5,79,3587,2887,1
GRIS,5,80,3498,2885,1
GRIS,5,81,3428,2855,1
GRIS,5,82,3087,2864,1
GRIS,5,83,3225,2856,1
GRIS,5,84,3320,2868,1
GRIS,5,85,3245,2740,1
GRIS,5,86,3011,2847,1
GRIS,5,87,3451,2871,1
GRIS,5,88,3195,2840,1
GRIS,5,89,3220,2868,1
GRIS,5,90,3021,2815,1
GRIS,5,91,3363,2888,1
GRIS,5,92,3206,2875,1
GRIS,5,93,3705,2900,1
GRIS,5,94,3442,2872,1
GRIS,5,95,3312,2907,1
GRIS,5,96,3567,2871,1
GRIS,5,97,3287,2857,1
GRIS,5,98,3426,2868,1
GRIS,5,99,3480,2868,1
GRIS,5,100,3504,2839,1
